Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
08/15/2018,"Sausage, Pork, Patty",Morning Nosh,1.0,Each,150,13,6,1,4,0,0,35,280
08/14/2018,Almonds Pink Himalayan Salt,Lunch,11.0,Pieces,78,6.88,2.75,2.29,0.46,0.46,1.38,0,61.88
08/14/2018,"Egg Roll, Chicken",Dinner,2.0,Each,310,8,12,48,1.50,12,3,15,860
08/14/2018,Organic California White Jasmine Rice,Dinner,0.667,Cup,427,1.33,8,96.5,0,0,2.67,0,0
08/14/2018,Sweet And Sour Chicken,Dinner,2.25,Servings,394,13.50,60.75,74.25,2.25,n/a,2.25,n/a,562.50
08/14/2018,"Butter, Unsalted",Dinner,1.0,Tablespoon,102,11.52,0.12,0.1,7.29,0.1,0,30.53,1.56
08/14/2018,Pork Grinds,Morning Nosh,1.0,Serving,80,5,8,0,1.50,n/a,n/a,20,210
08/14/2018,Sopressata Provolone Meal,Morning Nosh,0.5,Serving,185,13.50,14.50,1.50,6.50,0,0,37.50,690
08/14/2018,"Bread, Sourdough",Morning Nosh,1.0,Slice,185,1.17,7.52,36.12,0.31,1.64,1.54,0,416
08/14/2018,Dolmas,Morning Nosh,2.0,Each,67,n/a,1.25,10,n/a,0.63,1.25,0,n/a
08/14/2018,"Cheese, Feta, Crumbled",Morning Nosh,0.25,Cup,99,7.98,5.33,1.53,5.60,1.53,0,33.38,418.50
08/14/2018,Chocolate Lava Cake,Dessert,1.0,Serving,330,17,4,37,4,23,2,50,200
08/14/2018,"Milk, Whole, Grass-Fed, Organic",Dessert,1.0,Cup,150,8,8,12,5,11,0,30,120
08/14/2018,"Ice Cream, Vanilla",Dessert,0.125,Cup,63,4.25,1,5,2.50,4.75,0,21.25,12.50
08/13/2018,Protein Powder - Creamy Chocolate Fudge,Breakfast,2.0,Scoops,150,4,21,15,0.50,0,7,0,200
08/13/2018,Turkey Skillet Scramble,Breakfast,1.0,Serving,350,14,27,30,3.50,15,6,125,690
08/13/2018,Roasted Pork Loin,Lunch,1.0,Serving,410,10,36,45,3,18,3,90,90
08/13/2018,"Barbeque Sauce, Whiskey Maple",Lunch,2.0,Tablespoons,70,0,1,16,0,14,1,0,380
08/13/2018,"Gyro Meat, Lamb",Lunch,4.0,Ounces,360,28,17.33,10.67,6.67,0,4,73.33,1173.33
08/13/2018,Pita Bread,Lunch,8.0,Each,240,4,8,44,2,2,2,0,280
08/13/2018,"Beef, Ground Chuck 80/20",Dinner,7.0,Ounces,490,38.50,33.25,0,15.75,0,0,140,131.25
08/13/2018,Avacado,Dinner,0.75,Each,96,43.50,6,25.50,6.45,0,13.50,0,21
08/13/2018,"Mayonnaise, Light",Dinner,1.0,Tablespoon,50,4.93,0.9,1.27,0.75,0.63,0.2,5.25,119.55
08/13/2018,"Bun, Hamburger, Plain",Dinner,1.0,Each,120,1.86,4.8,21.26,0.47,2.69,0.90,0,205.97
08/13/2018,Bacon,Dinner,4.0,Slices,160,12,14,0,n/a,n/a,0,n/a,340
08/13/2018,"Tater Tots, Seasoned, Shred",Dinner,15.0,Pieces,267,13.33,3.33,33.33,2.50,0,3.33,0,700
08/13/2018,Coconut Water,Dinner,20.0,Fluid ounces,125,0,0,18.75,0,10,n/a,n/a,56.25
08/13/2018,Almonds Pink Himalayan Salt,Morning Nosh,24.0,Pieces,170,15,6,5,1,1,3,0,135
08/13/2018,"Gelato, Chocolate",Morning Nosh,0.5,Cup,240,8,5,37,4.50,26,2,80,70
08/13/2018,"Organic Greek Yogurt, Vanilla And Cinnamon",Morning Nosh,7.0,Ounces,154,0,21,19.60,0,16.80,0,n/a,70
08/19/2018,Calorie Burn Bonus,Exercise,0,minutes,69.0
08/18/2018,HealthKit Workout,Exercise,43,minutes,0.0
08/18/2018,Calorie Burn Bonus,Exercise,0,minutes,655.0
08/17/2018,HealthKit Workout,Exercise,34,minutes,0.0
08/17/2018,HealthKit Workout,Exercise,68,minutes,0.0
08/17/2018,Calorie Burn Bonus,Exercise,0,minutes,1338.0
08/16/2018,HealthKit Workout,Exercise,15,minutes,0.0
08/16/2018,HealthKit Workout,Exercise,49,minutes,0.0
08/16/2018,Calorie Burn Bonus,Exercise,0,minutes,617.0
08/15/2018,HealthKit Workout,Exercise,54,minutes,0.0
08/15/2018,Calorie Burn Bonus,Exercise,0,minutes,758.0
08/14/2018,HealthKit Workout,Exercise,24,minutes,0.0
08/14/2018,HealthKit Workout,Exercise,41,minutes,0.0
08/14/2018,HealthKit Workout,Exercise,1,minutes,0.0
08/14/2018,Calorie Burn Bonus,Exercise,0,minutes,711.0
08/13/2018,HealthKit Workout,Exercise,65,minutes,0.0
08/13/2018,Calorie Burn Bonus,Exercise,0,minutes,775.0
