Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
10/10/2018,"Sweet Potatoes, Baked in Skin, Medium",Breakfast,1.5,Each,154,0.26,3.44,35.41,0.5,11.8,5.64,0,61.56
10/10/2018,"Spinach, Sauteed",Breakfast,1.0,Each,70,6,1,5,1,0,2,0,125
10/10/2018,"Chicken Breast, Skinless, Cooked",Lunch,0.667,Pound,499,10.80,93.85,0,3.6,0,0,257.16,223.88
10/10/2018,"Sauce, BBQ",Lunch,2.0,Tablespoons,53,0.10,0,12.69,0,9.12,0.21,0,391.65
10/10/2018,"Broccoli, Chopped, Steamed",Lunch,1.0,Cup,55,0.64,3.71,11.20,0.11,2.17,5.15,0,63.96
10/10/2018,"Rice, Steamed White, Prepared",Dinner,1.0,Cup,199,0.36,4.20,44.72,0,0,1.20,0,7
10/10/2018,"Vegetables, Balsamic, Sauteed",Dinner,1.0,Each,100,6,1,11,1,5,3,0,250
10/10/2018,"Egg Roll, Chicken",Dinner,2.0,Each,310,8,12,48,1.50,12,3,15,860
10/10/2018,"Chicken, Orange",Dinner,2.0,Servings,760,36,28,90,7,38,0,160,1240
10/10/2018,"Kombucha, Ginger Tea, Organic & Raw",Dinner,473.0,Milliliters,35,n/a,n/a,7,n/a,4,n/a,n/a,n/a
10/10/2018,"Doughnut, Chocolate Iced Traditional Cake",Morning Nosh,1.0,Each,280,16,3,32,6,14,1,25,350
10/10/2018,"Almonds, Bold, Wasabi & Soy Sauce",Morning Nosh,1.0,Serving,170,15,6,6,1,2,3,0,115
10/10/2018,Perfect bar - Dark chocolate crisp,Morning Nosh,1.0,Serving,260,15,10,20,2.50,12,3,10,15
10/10/2018,"Cheese, Mozzarella, String",Morning Nosh,1.0,Ounce,81,5.6,8.10,0,3.4,0,0,15.19,172.12
10/10/2018,"Chips, Exotic Root Vegetable",Morning Nosh,2.0,Ounces,251,14.17,2.2,36.45,2.2,0,4.5,0,44.55
10/10/2018,"Almonds, Dark Chocolate Covered",Morning Nosh,20.0,Grams,100,7.50,2,10,3,7,1.50,0,27.50
10/09/2018,Cookies and Cream Protein Powder,Breakfast,35.0,Grams,140,2,25,5,1,2,1,45,100
10/09/2018,Egg White Chicken Grill,Breakfast,1.0,Serving,300,6,25,31,3,1,1,55,970
10/09/2018,Havana Chicken,Breakfast,1.0,Serving,360,6,48,29,2,2,6,120,530
10/09/2018,"Rice, Jasmine, Cooked",Lunch,1.0,Cup,205,0,4,45,n/a,0,1,n/a,2
10/09/2018,"Steak Side, Sautéed Mushrooms",Lunch,1.5,Servings,195,9,10.50,16.50,3.75,7.50,4.50,0,990
10/09/2018,"Onion Rings, Breaded And Fried, Fast Food",Lunch,1.75,Pieces,54,3.2,0.72,6.9,1.35,0,0,2.74,83.60
10/09/2018,"Mayonnaise, Light",Lunch,1.0,Tablespoon,50,4.93,0.9,1.27,0.75,0.63,0.2,5.25,119.55
10/09/2018,Braised Pork Belly,Lunch,0.5,Pound,623,65.31,7.10,0.92,23.57,0.32,0.18,78.4,372.24
10/09/2018,"Hamburger, Whataburger, Double Meat",Dinner,1.0,Each,870,49,43,58,18,13,2,129,1510
10/09/2018,"French Fries, Medium",Dinner,1.0,Serving,340,16,4,44,2,0,4,0,230
10/09/2018,"Almonds, Bold, Wasabi & Soy Sauce",Morning Nosh,1.0,Serving,170,15,6,6,1,2,3,0,115
10/09/2018,Salted caramel cupcake,Dessert,1.0,Serving,440,21,4,59,n/a,n/a,2,n/a,n/a
10/09/2018,"Almonds, Dark Chocolate Covered",Morning Nosh,10.0,Grams,50,3.75,1,5,1.50,3.50,0.75,0,13.75
10/08/2018,Corn Tortillas,Dinner,2.0,Each,100,1,2,21,0,2,2,0,20
10/08/2018,"Rice, Steamed White, Prepared",Dinner,1.5,Cups,299,0.54,6.30,67.8,0,0,1.80,0,10.50
10/08/2018,"Beans, Black",Dinner,1.0,Serving,120,1,7,22,0,0,12,0,260
10/08/2018,"Fajitas, Beef, Tenderized w/ Papain Slices",Dinner,0.667,Pound,504,16.21,54.3,7.20,10.81,0,0,180.9,2593.25
10/08/2018,Avocado,Dinner,0.5,Each,161,14.73,2.1,8.57,2.13,0.66,6.73,0,7.4
10/08/2018,"Cheese, Cheddar",Dinner,1.0,Ounce,111,9.11,7.9,0,5.6,0,0,30.37,182.25
10/08/2018,"Sour Cream, Regular",Dinner,5.0,Tablespoons,150,12.50,2.50,5,8.75,2.50,0,50,37.50
10/14/2018,HealthKit Workout,Exercise,51,minutes,0.0
10/14/2018,Calorie Burn Bonus,Exercise,0,minutes,969.0
10/13/2018,HealthKit Workout,Exercise,80,minutes,0.0
10/13/2018,Calorie Burn Bonus,Exercise,0,minutes,959.0
10/12/2018,HealthKit Workout,Exercise,81,minutes,0.0
10/12/2018,Calorie Burn Bonus,Exercise,0,minutes,1497.0
10/11/2018,HealthKit Workout,Exercise,72,minutes,0.0
10/11/2018,Calorie Burn Bonus,Exercise,0,minutes,1261.0
10/10/2018,HealthKit Workout,Exercise,42,minutes,0.0
10/10/2018,Calorie Burn Bonus,Exercise,0,minutes,791.0
10/09/2018,HealthKit Workout,Exercise,31,minutes,0.0
10/09/2018,HealthKit Workout,Exercise,96,minutes,0.0
10/09/2018,Calorie Burn Bonus,Exercise,0,minutes,1875.0
10/08/2018,HealthKit Workout,Exercise,31,minutes,0.0
10/08/2018,Calorie Burn Bonus,Exercise,0,minutes,824.0
