Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
11/23/2018,"Snack, Beef, Stick",Morning Nosh,0.125,Pound,222,19.72,9.86,2.47,7.40,2.47,0,49.30,739.55
11/23/2018,"Jerky, Beef",Morning Nosh,0.125,Pound,231,14.51,18.82,6.26,6.15,5.10,1.2,27.22,1254.75
11/23/2018,"Pie, Pumpkin",Dessert,0.667,Piece,177,7.9,2.84,25.32,1.44,13.73,1.31,18.90,169.40
11/23/2018,"Chocolate Bar, Snickers",Dessert,1.0,Each,250,12,4,33,4.50,27,1,5,120
11/23/2018,"Pie, Pecan",Dessert,0.25,Piece,115,4.71,1.27,16.84,0.75,7.11,0.59,11.87,67.80
11/23/2018,"Pie, Pumpkin",Dessert,0.125,Piece,33,1.33,0.53,4.75,0.27,2.57,0.25,3.54,31.75
11/23/2018,"Cake, Chocolate, Chocolate Frosted, 10""",Dessert,0.25,Slice,134,6.92,1.20,18.23,2.4,13.79,0.76,7.59,120.6
11/23/2018,"Cheetos, Puffs",Morning Nosh,6.0,Pieces,69,4.62,0.92,6,0.69,0.46,0.23,0,138.46
11/22/2018,"Soup, Menudo, Beef Tripe & Hominy Stew",Breakfast,10.0,Ounces,222,5.83,19.83,23.33,2.92,0,7,145.83,1213.31
11/22/2018,"Turkey Breast, Lean, Cooked",Lunch,1.0,Pound,857,31.75,117.93,0,9.53,0,0,335.66,285.76
11/22/2018,"Ham, Honey, Smoked",Lunch,0.333,Pound,184,3.58,27.8,10.98,1.75,0,0,33.23,1359.42
11/22/2018,"Sauce, Cranberry, Sweetened, 1/2"" Slice, Canned",Lunch,2.0,Each,172,0.17,0.23,44.35,0.1,43.21,1.14,0,33.6
11/22/2018,"Stuffing, Chicken, Mix, Dry",Lunch,4.0,Ounces,445,4.5,12.15,81,0,12.15,4.5,0,1741.47
11/22/2018,"Gravy, Turkey",Lunch,2.0,Cups,158,0,8.2,32.2,0,0,0,38.40,2318.40
11/22/2018,"Corn, Sweet, Kernels",Lunch,1.5,Cups,187,2.94,7.11,40.67,0.70,13.62,4.35,0,32.63
11/22/2018,Cream Cheese,Lunch,2.0,Tablespoons,99,9.93,1.72,1.18,5.59,0.93,0,31.90,93.9
11/22/2018,"Casserole, Broccoli Cheese Rice",Lunch,7.0,Ounces,298,6.13,1.75,49,3.50,1.75,1.75,26.25,1102.50
11/22/2018,Marshmellows,Lunch,6.0,Pieces,90,0,0,23,n/a,19,0,0,25
11/22/2018,"Sweet Potatoes, Medium, 5""",Lunch,2.5,Each,280,0.16,5.10,65.39,0.3,13.59,9.75,0,178.75
11/22/2018,"Butter, Whipped, Salted",Lunch,2.0,Tablespoons,135,15.25,0.16,0.1,9.49,0.1,0,41.17,155.48
11/22/2018,"Jerky, Beef",Morning Nosh,1.333,Ounces,154,9.67,12.55,4.17,4.10,3.40,0.68,18.14,836.29
11/22/2018,"Topping, Original, Whipped",Dessert,4.0,Tablespoons,50,3,0,4,3,2,0,0,0
11/22/2018,"Pie, Pumpkin",Dessert,2.0,Pieces,530,21.25,8.50,75.93,4.32,41.16,3.92,56.68,507.94
11/22/2018,"Pie, Pecan",Dessert,1.0,Slice,310,19,3,33,4,18,1,50,230
11/22/2018,"Cupcakes, Vanilla",Dessert,0.5,Each,105,5,0.50,15.50,1.50,12,0,2.50,115
11/21/2018,Alfresco Pasture-Raised Eggs,Breakfast,3.0,Each,210,15,18,0,4.50,0,0,555,210
11/21/2018,"Beef, Chorizo",Breakfast,12.0,Grams,53,5.14,1.20,0.51,2.40,0.17,0,16.29,104.57
11/21/2018,Bacon,Breakfast,3.0,Slices,120,9,10.50,0,n/a,n/a,0,n/a,255
11/21/2018,"Soup, Menudo, Beef Tripe & Hominy Stew",Breakfast,18.0,Ounces,399,10.50,35.70,42,5.25,0,12.60,262.50,2183.96
11/21/2018,"Brisket, Beef, Sliced, 4 oz",Dinner,2.0,Each,660,44,64,4,18,2,0,234,1404
11/21/2018,"Pork, Spare Ribs, BBQ Style, w/ Bone",Dinner,0.5,Pound,322,23.59,22,5.22,6.35,5.22,0.91,72.57,807.39
11/21/2018,czech sausage,Dinner,1.5,Ounces,105,7.50,7.50,1.50,2.63,0.75,0,33.75,285
11/21/2018,"Beans, Pinto",Dinner,1.0,Serving,115,1,6,21,0,0,10,5,300
11/21/2018,"Salad, Potato",Dinner,1.0,Cup,285,15.7,3.83,33.83,2.58,0,0,150,820
11/21/2018,Macaroni And Cheese,Dinner,0.667,Cup,267,14.67,11.34,22.68,7.34,2.67,0.67,30.2,373.52
11/21/2018,"Tea, Iced, Sweet, w/o Lemon",Dinner,8.0,Fluid ounces,70,0,0,18,0,18,0,0,0
11/21/2018,"Soup, Menudo, Beef Tripe & Hominy Stew",Dinner,18.0,Ounces,399,10.50,35.70,42,5.25,0,12.60,262.50,2183.96
11/21/2018,"Protein Shake, Pro Series, Knockout Chocolate",Morning Nosh,1.0,Serving,200,2.50,40,10,1,1,5,25,290
11/21/2018,"Nuts, Pecans, Chopped",Morning Nosh,0.25,Cup,188,19.61,2.50,3.78,1.68,1.8,2.62,0,0
11/21/2018,"Jerky, Beef",Morning Nosh,0.75,Ounce,87,5.44,7.6,2.35,2.31,1.91,0.38,10.21,470.53
11/21/2018,Grapes,Morning Nosh,1.0,Cup,101,0.53,0.95,25.90,0.17,24.54,1.36,0,3.2
11/21/2018,"Fruit Bars, Strawberry",Dessert,2.25,Sticks,158,0,0,36,0,36,1.13,0,0
11/21/2018,"Cookie, Chocolate Chip, Small",Dessert,0.25,Each,17,0.77,0.18,2.44,0.37,1.42,0.9,0,10.20
11/21/2018,"Ice Cream, Vanilla",Dessert,0.125,Cup,34,1.82,0.58,3.89,1.12,3.50,0.12,7.26,13.20
11/20/2018,Egg White Chicken Grill,Breakfast,1.0,Serving,300,6,25,31,3,1,1,55,970
11/20/2018,"Fruit Cup, Medium",Breakfast,1.0,Each,70,0,1,18,n/a,16,1,0,15
11/20/2018,Hash Brown Bites,Breakfast,0.125,Serving,30,2,0.25,2.88,0.31,0,0.38,n/a,48.75
11/20/2018,"Chicken, Wing",Lunch,6.0,Each,609,51,28.50,7.50,12,4.50,0,120,615
11/20/2018,"Drink, Lemonade",Lunch,3.0,Fluid ounces,38,0,0,10.50,0,10,0,0,30
11/20/2018,"Soup, Alphabet",Lunch,2.0,Cups,160,0,6,32,0,8,4,0,1360
11/20/2018,"Turkey Breast, Lean, Cooked",Dinner,0.333,Pound,285,10.57,39.27,0,3.17,0,0,111.77,95.16
11/20/2018,"Cheese, Blue, Crumbled",Dinner,3.0,Ounces,304,24.30,18.22,0,15.19,0,0,75.94,1154.23
11/20/2018,Toffee Almonds,Dinner,8.0,Pieces,210,13,2,22,6,20,1,10,55
11/20/2018,"Cereal, GOLEAN, Original",Dinner,0.5,Serving,90,1,6,20,0,4,6.50,0,57.50
11/20/2018,"Milk, Whole, Grass-Fed, Organic",Dinner,0.5,Cup,75,4,4,6,2.50,5.50,0,15,60
11/20/2018,"Chicken Nuggets, Grilled, 12 piece",Dinner,2.0,Servings,400,9,68,12,3,2,0,220,1600
11/20/2018,"Sauce, Barbecue",Dinner,6.0,Servings,270,0,0,60,0,54,0,0,1140
11/20/2018,Cookies and Cream Protein Powder,Morning Nosh,35.0,Grams,140,2,25,5,1,2,1,45,100
11/20/2018,Sausage Patty,Morning Nosh,1.0,Serving,180,17,6,0,6,0,0,28,270
11/20/2018,"Egg, Fried, Large",Morning Nosh,1.0,Each,90,7.4,6.27,0.41,1.97,0.38,0,210.22,93.84
11/19/2018,"Breakfast Sandwich, Egg White Grill",Breakfast,1.0,Each,300,7,25,31,3,1,1,55,970
11/19/2018,"Fruit Cup, Medium",Breakfast,1.0,Each,70,0,1,18,n/a,16,1,0,15
11/19/2018,Organic Low Fat Milk,Lunch,8.0,Fluid ounces,110,2.50,8,13,1.50,12,0,10,130
11/19/2018,"Egg, Hard Boiled, Whole, Large",Lunch,2.0,Each,155,10.61,12.58,1.12,3.27,1.12,0,373,124
11/19/2018,"Salad, Chef, w/ Ham & Turkey",Lunch,1.5,Each,381,19.50,33,21,9,10.50,6,90,2010
11/19/2018,"Cheese, Cheddar",Dinner,1.5,Ounces,167,13.67,10.63,0,7.59,0,0,45.56,273.37
11/19/2018,Avocado,Dinner,1.0,Each,322,29.47,4.2,17.15,4.26,1.33,13.47,0,14.7
11/19/2018,"Turkey Breast, Lean, Cooked",Dinner,0.75,Pound,643,23.81,88.45,0,7.14,0,0,251.74,214.32
11/19/2018,"Beans, Pinto",Dinner,1.0,Serving,115,1,6,21,0,0,10,5,300
11/19/2018,Cookies and Cream Protein Powder,Morning Nosh,35.0,Grams,140,2,25,5,1,2,1,45,100
11/25/2018,HealthKit Workout,Exercise,12,minutes,0.0
11/25/2018,Calorie Burn Bonus,Exercise,0,minutes,160.0
11/24/2018,HealthKit Workout,Exercise,29,minutes,0.0
11/24/2018,Calorie Burn Bonus,Exercise,0,minutes,622.0
11/23/2018,HealthKit Workout,Exercise,9,minutes,0.0
11/23/2018,Calorie Burn Bonus,Exercise,0,minutes,381.0
11/22/2018,HealthKit Workout,Exercise,68,minutes,0.0
11/22/2018,Calorie Burn Bonus,Exercise,0,minutes,776.0
11/21/2018,HealthKit Workout,Exercise,58,minutes,0.0
11/21/2018,Calorie Burn Bonus,Exercise,0,minutes,801.0
11/20/2018,HealthKit Workout,Exercise,84,minutes,0.0
11/20/2018,Calorie Burn Bonus,Exercise,0,minutes,1380.0
11/19/2018,HealthKit Workout,Exercise,64,minutes,0.0
11/19/2018,Calorie Burn Bonus,Exercise,0,minutes,1210.0
